Unnamed: 0,full_text,sumy_LSA,sumy_TextRank,rut5-base-paraphraser(LSA),rut5-base-paraphraser(TextRank)
82," В ООО  Урайское управление технологического транспорта  требуются  Машинист паровой передвижной депарафинизационной установки 5 разряда  
 Обязанности:  
 
 
Обслуживает паровые передвижные депарафинизационные установки и агрегаты, смонтированные на шасси автомобиля с рабочим давлением пара свыше 95 кгс/кв.см включительно. 
 
 
Готовит установку, агрегат к работе на объекте. 
 
 
Ведет технологический процесс по депарафинизации нефтяных скважин, отходящих линий, нефтесборных установок, прогревает водоводы и другие промышленные технологические объекты паром. 
 
 
Связывает агрегаты со скважинами, промышленными технологическими установками. 
   
 
 Требования:   
 
 Удостоверение по специальности 
 Опыт работы от 1 года 
 Водительское удостоверение кат. С 
   
 
 Условия:  
  
 
 Полный соцпакет. 
 Проживание за счет работодателя в общежитии. 
 
 
 Обеспечение спецодеждой. 
 Стабильная выплата зарплаты. 
 Официальное трудоустройство. 
 Компенсация проезда к месту работы и обратно. 
 Материальная помощь к отпуску. 
 Заработная плата зависит от класса водителя и указана к получению на руки за 15 дней вахты. 
 ", смонтированные на шасси автомобиля с рабочим давлением пара свыше 95 кгс/кв.см включительно. прогревает водоводы и другие промышленные технологические объекты паром. Заработная плата зависит от класса водителя и указана к получению на руки за 15 дней вахты., Обслуживает паровые передвижные депарафинизационные установки и агрегаты. агрегат к работе на объекте. Заработная плата зависит от класса водителя и указана к получению на руки за 15 дней вахты.,"Смонтированный на колесах автомобиля с давлением рабочего давления более 95 кг/к.см. включительно, прогревается водой и прочими промышленными технологическими объектами паром, заработная плата завис",
83," 
Требования:  С связи с расширением набираем команду автомойщиков с опытом и без опыта работы (всему научим в процессе работы).
Кого мы ждем в команду?
- Крепких, выносливых мужчин, возраст не имеет значения, принимаем студентов с 16 лет.
- Ждем от Вас порядочность, ответственность, трудолюбие, чистоплотность.
- Принимаем граждан:
- РФ, РБ, ЛНР, ДНР,
- Киргизии, Казахстана (паспорт, миграционная карта, регистрация),
- Таджикистана, Узбекистана (паспорт, миграционная карта, патент по СПб.).
Наши условия :
- Достойная оплата труда;
- Удобный график, возможность совмещать с основной работой;
- Теплый паркинг в ТРК;
- Все условия для отдыха;
- Фирменная одежда;
- Вы легко сможете ежедневно контролировать, сколько Вы заработали , через приложение;
- Ежедневный аванс.
От себя мы гарантируем ежедневный большой поток машин, без работы Вы не останетесь никогда.
Мы заинтересованы в карьерном росте своих сотрудников, компания ежемесячно расширяется.
80% автомойщиков перешли на должности администраторов и управляющих.
Мы настроены на долгосрочные трудовые отношения. Если Вы оказались в трудной жизненной ситуации, мы поможем Вам с проживанием. Вся информация по телефону или в личные сообщения в ВК vk.com/id70588194  
Информация о работодателе: М3.
", От себя мы гарантируем ежедневный большой поток машин. 80. автомойщиков перешли на должности администраторов и управляющих. Если Вы оказались в трудной жизненной ситуации., С связи с расширением набираем команду автомойщиков с опытом и без опыта работы. Кого мы ждем в команду. Вся информация по телефону или в личные сообщения в ВК vk.com/id70588194.,,
84,"  АО Тюменская домостроительная компания - прямой работодатель!   
  
 Обязанности:  
  
 
 организация и контроль проведения обучения работников в образовательных организациях; 
 поиск, подбор персонала и проведение интервью с кандидатами. 
 
 Требования:   
 
 высшее образование, специальность ""Менеджмент"", ""Управление персоналом"" 
 наличие организаторских способностей 
 
 Условия:  
 
 временная вакансия (декретное место) 
 официальное трудоустройство 
 пятидневная рабочая неделя с 8-00 до 17-00 
 оклад 
 адрес работодателя: Республики, д.253 
 комфортные условия труда 
 ждем Ваши резюме 
   
 ", АО Тюменская домостроительная компания. подбор персонала и проведение интервью с кандидатами. пятидневная рабочая неделя с 8-00 до 17-00. оклад., организация и контроль проведения обучения работников в образовательных организациях. подбор персонала и проведение интервью с кандидатами. комфортные условия труда.,,
85," МЫ ГАРАНТИРУЕМ:  
 
 Интересную работу в Компании-лидере агропромышленного сектора 
 Перспективы карьерного роста 
 Современный комфортабельный офис 
 Молодой дружный коллектив 
 Официальное оформление по ТК РФ 
 Бесплатная доставка корпоративным транспортом до места работы и обратно 
 
 ЗОНЫ ОТВЕТСТВЕННОСТИ:  
 
 Осуществлять экологическое сопровождение предприятий по всем вопросам природопользования и охраны окружающей среды 
 Разрабатывать природоохранную документацию 
 Координировать процессы получения разрешительной документации 
 Разрабатывать проекты перспективных и текущих планов проведения мероприятий по охране окружающей среды 
 Осуществлять контроль состояния окружающей среды в сфере влияния предприятия (организация лабораторных исследований, анализ данных, производственный экологический контроль) 
 Заключать договоры на оказание необходимых экологических услуг 
 
 ТРЕБОВАНИЯ:  
 
 Высшее профильное образование 
 Вдумчивый подход к выполнению рабочих задач 
 Уверенный пользователь ПК 
 ", Бесплатная доставка корпоративным транспортом до места работы и обратно. Осуществлять экологическое сопровождение предприятий по всем вопросам природопользования и охраны окружающей среды. Разрабатывать проекты перспективных и текущих планов проведения мероприятий по охране окружающей среды., Осуществлять экологическое сопровождение предприятий по всем вопросам природопользования и охраны окружающей среды. Разрабатывать проекты перспективных и текущих планов проведения мероприятий по охране окружающей среды. Осуществлять контроль состояния окружающей среды в сфере влияния предприятия.,Бесплатное обслуживание корпоративного транспорта до рабочего места и в обратном направлении. Организация экологического сопровождения предприятий в всем направлениях природоохранного и экологического сопровождения.,Осуществление экологического сопровождения предприятий в всем направлениях природоохранного и природоохранного законодательства. Разработка проектов перспективного и перспективного планирования мероприятий в области охраны природы. Контроль
86,"  Обязанности:   подбор цвета автомобильных красок   ведение и учет склада лакокрасочных материалов  
 
    
 
  Требования:   Образование - худ.граф (рекомендуется)   опыт работы НЕ ТРЕБУЕТСЯ   обучаемость   Аккуратность   Ответственный поход к работе  
 
    
 
 Условия:  

работа в крупной и динамично развивающей компании, молодой и дружный коллектив, официальное трудоустройство, полный соц. пакет. 

 
 
    
 ", подбор цвета автомобильных красок. ведение и учет склада лакокрасочных материалов. работа в крупной и динамично развивающей компании., подбор цвета автомобильных красок. работа в крупной и динамично развивающей компании. официальное трудоустройство.,,
87,"  Обязанности:  Охрана объекта  
 
    
 
  Требования:  Наличие действующего удостоверения частного охранника  
 
    
 
  Условия:  официальное трудоустройство, выплата заработной платы 2 раза в месяц, оплпата больничных листов, ежегодный оплачиваемый отпуск, возможно  обучение за счет организации  
 
    
 ", Наличие действующего удостоверения частного охранника. выплата заработной платы 2 раза в месяц. обучение за счет организации, Охрана объекта. Наличие действующего удостоверения частного охранника. выплата заработной платы 2 раза в месяц.,,
88,"  Обязанности:  Обеспечение порядка на охраняемых объектах. Внутриобъектовый, пропускной режим. Ведение установленной документации  
 
    
 
  Требования:  Наличие действующего удостоверения частного охранника.  
 
    
 
  Условия:    Официальное трудоустройство.   Сменный график работы. Выплата заработной платы 2 раза в месяц. Ежегодный оплачиваемый отпуск. Соц пакет. Работа на объектах г. Челябинск, г. Златоуст, г. Курган,   
 
    
 ", Обеспечение порядка на охраняемых объектах. Наличие действующего удостоверения частного охранника. Выплата заработной платы 2 раза в месяц., Наличие действующего удостоверения частного охранника. Выплата заработной платы 2 раза в месяц. Работа на объектах г. Челябинск.,,
89," Обязанности: Обслуживание офиса , проведение проверки знаний на группу по электробезопасности  
 
    
 
 Требования:высшее , среднее-техническое , стаж работы не менее 5 лет , IV гр. до и выше 1000 В.  
 
    
 
 Условия:  
 
    
 ", проведение проверки знаний на группу по электробезопасности. стаж работы не менее 5 лет. IV гр. до и выше 1000 В. Условия:, проведение проверки знаний на группу по электробезопасности. стаж работы не менее 5 лет. IV гр. до и выше 1000 В. Условия:,,
90," Обязанности:  
 
   Намотка обмоток трансформаторов любой сложности 
 
 Требования:  
 
   Среднее профессиональное техническое образование 
   Умение читать чертежи (базовые знания) 
   Опыт работы приветствуется 
 
 Условия:  
 
   Работа на современном заводе по производству силовых трансформаторов (месторасположение Колпинский район, пос. Металлострой); 
  Официальное оформление; 
  График работы: 3/3 
  Возможности для профессионального и карьерного роста; 
  Доставка на предприятие корпоративным транспортом от метро (Ленинский пр., Звездная, Электросила, Московская, Купчино, Рыбацкое, Колпино, Металлострой, Тосно); 
  Отличные условия труда. 
 ", Работа на современном заводе по производству силовых трансформаторов. Возможности для профессионального и карьерного роста. Доставка на предприятие корпоративным транспортом от метро., Работа на современном заводе по производству силовых трансформаторов. пос. Металлострой. Отличные условия труда.,,
91,"  Обязанности:    • Создание карточек товаров на маркетплейсе  • Аналитика продаж поставляемых товаров, а также предложение решений по увеличению прибыли.  • Мониторинг конкурентов: исследование цен и стратегии продаж.  • Отслеживание изменений в работе маркетплейса.      Требования:    • Опыт работы с маркетплейсами  • Ответственный сотрудник      Условия:    • График работы 5/2 в офисе  • Карьерный рост и перспектива развития  • Достойный уровень дохода  (Обсуждается на собеседовании)   • Безлимитная корпоративная связь для всех сотрудников компании  • Молодой и дружный коллектив ", а также предложение решений по увеличению прибыли. Отслеживание изменений в работе маркетплейса. Безлимитная корпоративная связь для всех сотрудников компании., Создание карточек товаров на маркетплейсе. исследование цен и стратегии продаж. Отслеживание изменений в работе маркетплейса.,,
92," Обязанности:     
 
 Осуществление высококачественного окрашивания внутренних и наружных поверхностей деталей и сборочных узлов трансформатора (грунт-эмаль, цинк-грунт) безвоздушным способом 
 Отделка, окончательная подготовка, грунтование и шлифование поверхностей. 
 
    Требования:  
 
   Стаж работы по специальности не менее 1 года 
   Наличие удостоверения 
 
 Условия:  
 
   Работа на современном заводе по производству силовых трансформаторов (месторасположение Колпинский район, пос. Металлострой); 
 Официальное оформление; 
 График работы: 3/3 с 8.00 до 20:00; 
 Возможности для профессионального и карьерного роста; 
 Доставка на предприятие корпоративным транспортом от метро (Ленинский пр., Звездная, Электросила, Московская, Купчино, Рыбацкое, Колпино, Металлострой, Тосно); 
 Отличные условия труда. 
 ", Стаж работы по специальности не менее 1 года. Работа на современном заводе по производству силовых трансформаторов. Доставка на предприятие корпоративным транспортом от метро., Осуществление высококачественного окрашивания внутренних и наружных поверхностей деталей и сборочных узлов трансформатора. Работа на современном заводе по производству силовых трансформаторов. Отличные условия труда.,,Осуществляет высококачественное окрасочное устройство внутреннего и внешнего покрытия деталей трансформатора и деталей сборки. Работы на современном заводе изготовления трансформаторов мощности. Хорошие
93,"   ПРИВЕТ, ДРУГ! ТЫ ЗНАЕШЬ, ЧТО В ПИВКО ЛЕТАЮТ ОТДЫХАТЬ ЗА СЧЁТ КОМПАНИИ КОЛЛЕКТИВОМ? ПРОВОДЯТ ДЕГУСТАЦИИ ДЛЯ СОТРУДНИКОВ В ЛУЧШИХ ПАБАХ ГОРОДА? ИМЕЮТ ВОЗМОЖНОСТЬ РЕГУЛЯРНО ПРОХОДИТЬ ОБУЧЕНИЕ И ПОВЫШАТЬ ДОЛЖНОСТЬ В КОМПАНИИ? У нас именно так!     А вообще ГК ПивКо работает на рынке уже более 10 лет. О том, что мы активно развиваемся говорят следующие факты: 500+ магазинов «ПивКо», 11 пиццерий сети «Italian Pizza», 2 завода «Averton Snack» и «Averton Drinks», собственная пивоварня «Арамильская Бойлерная».   В нашей большой сети магазинов ПивКо открыта вакансия продавца в НОВЫЙ МАГАЗИН! Продавец для нас – лицо компании, именно он создаёт атмосферу в магазине, благодаря которой складывается положительное впечатление у покупателей.     В КАЖДОМ ИЗ 500 МАГАЗИНОВ ТЕБЯ ЖДЁТ:       Целый календарь событий: спартакиады, походы в боулинг, пейнтбол, поездки на картинге, конкурсы на лучший магазин (среди призов: экскурсионные поездки в разные города (Санкт-Петербург, Сочи))   Хайповая молодая команда: в нашем клубе Pivko Family более 1000 человек;   Заботливый босс;   Акция «Приведи друга»: приводи друзей в компанию и получай за это приятный бонус к ЗП;   Понятные перспективы карьерного роста: уже через 6 месяцев ты сможешь пройти обучение и стать управляющим магазина;   Обучение продукту: вместе едим продукцию нашей собственной торговой марки и проводим дегустации разливных напитков в лучших пабах города;   Адрес - Нижний Тагил, Ленинградский проспект, 40; (ТАКСИ ПОСЛЕ СМЕНЫ);   Сменный график работы – 2/2 (также для студентов возможна подработка в графике 2/2 по вечерам или выходным);   Заработная плата стабильно 2 раза в месяц;   Трехдневная оплачиваемая стажировка;   Официальное трудоустройство в стремительно развивающейся компании со стабильным брендом.       ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ, РАБОТАЯ У НАС:       С улыбкой встречать каждого покупателя и дарить хорошее настроение окружающим;   Работать с кассой и системой розлива напитков;   Делиться знаниями с покупателями об ассортименте, соблюдая стандарты обслуживания;       НЕ ОТКЛАДЫВАЙ НИ МИНУТЫ, ЗАПИШИСЬ НА СОБЕСЕДОВАНИЕ ПРЯМО СЕЙЧАС:       Оставляй отклик на вакансию;   Звони по указанному номеру телефона;       Будем рады видеть тебя в команде ПивКо!       ", У нас именно так. А вообще ГК ПивКо работает на рынке уже более 10 лет. вместе едим продукцию нашей собственной торговой марки и проводим дегустации разливных напитков в лучших пабах города. РАБОТАЯ У НАС. С улыбкой встречать каждого покупателя и дарить хорошее настроение окружающим., ИМЕЮТ ВОЗМОЖНОСТЬ РЕГУЛЯРНО ПРОХОДИТЬ ОБУЧЕНИЕ И ПОВЫШАТЬ ДОЛЖНОСТЬ В КОМПАНИИ. В нашей большой сети магазинов ПивКо открыта вакансия продавца в НОВЫЙ МАГАЗИН. вместе едим продукцию нашей собственной торговой марки и проводим дегустации разливных напитков в лучших пабах города.,"Именно так у нас работает ГК «ПивКо» уже больше 10 лет, мы вместе кушаем свою собственную марку и принимаем разливные напитки в лучшей пивоварне города.",В НАШЕЙ Большой Сети Магазинов PivCo открывается возможность РЕГУЛЬНО ПРОХОДить УЧЕНИЕ и повысить степень ответственности в Компании. Вместе мы е
94," Транспортная компания предлагает постоянную работу, водителям с авто-рефрижератором, на доставку продуктов питания по торговым точкам.        Обязанности:  Доставка продукции по торговым точкам Калуги и области, Москве и обл. Сопровождение документации. Сохранность груза.   
 
    
 
  Требования:  Наличие медицинской книжки, температурный режим в кузове +1 - +5. Ответственность, коммуникабельность.     Опыт работы водителем-экспедитором от 1 года.   
 
    
 
  Условия:  5-дневная рабочая неделя/гибкий график     ", на доставку продуктов питания по торговым точкам. Доставка продукции по торговым точкам Калуги и области. Опыт работы водителем-экспедитором от 1 года., Транспортная компания предлагает постоянную работу. на доставку продуктов питания по торговым точкам. Доставка продукции по торговым точкам Калуги и области.,,
95," Обязанности:  
- Учет наличия на складе хранящихся материальных ценностей и ведение отчетной документации по их движению 
- Знание норм и правил ведения складского хозяйства 
- Приемка, хранение и отгрузка товаров 
- Рациональное размещение товаров на складах 
- Инвентаризация, производить штрих-кодирование, маркировку, выбраковку, упаковку и т.д. 
- Уверенное владение компьютером и использование специализированных программ по складскому учету (1С, MS Office) 
- Контроль использования в работе складской техники и оборудования 
    
 Требования:  
- Профессиональная организация и ведение складского учета, ответственность с ТМЦ 
- Коммуникабельность, умение ладить с людьми, аккуратность и внимание к деталям 
- Организованность, последовательность в деятельности 
- Желательное наличие рекомендаций от предыдущего работодателя 
   
 Условия:  
- Работа в стабильной и успешной компании-лидере рекламного рынка РФ 
- Официальное трудоустройство 
- Карьерный и профессиональный рост 
- Возможность обучения за счет Компании 
- Работа в теплом, чистом производственном помещении 
- Современное европейское оборудование 
- Собственная столовая на территории предприятия, частичная компенсация питания 
- Удобная охраняемая парковка 
- Страхование от несчастных случаев 24 часа 
- Предоставление спецодежды 
- Место работы Кировский район, ул. Набережная 31 аб ", Учет наличия на складе хранящихся материальных ценностей и ведение отчетной документации по их движению. Контроль использования в работе складской техники и оборудования. Работа в стабильной и успешной компании-лидере рекламного рынка РФ., Учет наличия на складе хранящихся материальных ценностей и ведение отчетной документации по их движению. упаковку и т.д. Уверенное владение компьютером и использование специализированных программ по складскому учету. Контроль использования в работе складской техники и оборудования.,Учет наличие на складах хранившихся материалов и отчетная документация о их транспортировке. Проверка использования складских оборудования и приборов. работа в стабильном и успешенном рекламном,"Проверка наличия хранящейся на хранении материальной ценности и отчетная документация по ее движению, упаковке и др. Удостоверение владения компьютером, использования специальных программ для склад"
96," Обязанности:  
- Разработка рабочей документации 
- наружная реклама (вывески, навигация, стелы) 
- элементы благоустройства (МАФ, скамьи, светильники, арт-объекты) 
- предметный дизайн (от светильника до зарядной станции электромобиля) 
- Расчет расхода материалов и работ на производстве 
- Курирование проекта с этапа изготовления до монтажа и сдачи объекта   
  Требования:   - Профессиональные навыки в конструкторской документации и проектировании 
- Опыт работы в аналогичной должности не менее 2 лет 
- Профильное образование 
- Знание программ : SolidWorks, КОМПАС-3D,NX, AutoCAD,Word, Excel, CorelDRAW( как преимущество), 1С: ERP, 1С-Битрикс 
  
 Условия:  
- Работа в стабильной и успешной компании 
- Дружный коллектив, открытый к предложениям и изменениям 
- Много сложных, но интересных задач 
- Официальное трудоустройство 
- Карьерный и профессиональный рост 
- Возможность обучения за счет Компании 
- Место работы - ул. Набережная, 31а 
- Собственная столовая с вкусной едой, частичная компенсация питания, собственная парковка ", Курирование проекта с этапа изготовления до монтажа и сдачи объекта. Профессиональные навыки в конструкторской документации и проектировании. Опыт работы в аналогичной должности не менее 2 лет., Курирование проекта с этапа изготовления до монтажа и сдачи объекта. Профессиональные навыки в конструкторской документации и проектировании. Работа в стабильной и успешной компании.,,
97," МЫ ГАРАНТИРУЕМ:  
 
 Трудоустройство по ТК РФ 
 График работы 5/2 
 Официальная ЗП выплачивается 2 раза в месяц   10 и 25 числа 
 Предоставление служебного автомобиля (разъездного характера работа) 
 Предоставление топливной карты 
 Предоставление спец. одежды и обуви 
 Оплата мобильной связи 
 Отпуск 28 календарных дней 
 Оплата больничных листов 
 Наставничество, план адаптации и ввода в должность, поддержка команды и руководителя 
 
 ЗОНЫ ОТВЕТСТВЕННОСТИ:  
 
 Проводить инвентаризации на производственных объектах, фермах, центральных складах и базах по (Брянской, Калужской, Тульской, Смоленской, Орловской) областях 
 Оформлять рабочую и отчетную документацию по результатам инвентаризаций 
 Передавать документы по инвентаризациям для отражения в учете 
 Контролировать полное, корректное и своевременное отражение итогов инвентаризации в учете 
 Информировать о результатах инвентаризаций руководителей и сотрудников на объектах 
 Участвовать в специальных проверках по запросу руководителя 
 
 ТРЕБОВАНИЯ:  
 
 Уверенный пользователь стандартного ПО - MS Office, Word, Excel 
 Понимание основ бухгалтерского учета и документооборота, процесса инвентаризации и ведения производственно-хозяйственной деятельности на предприятии 
 Образование не ниже среднего специального (предпочтительнее экономического, финансового профиля) 
 Приветствуется наличие опыта работы бухгалтером материальной группы (учет ТМЦ, ОС), товароведом, оператором склада, старшим кладовщиком или заведующим складом 
 Наличие водительского удостоверения категории В, со стажем более 3 лет 
 ", Передавать документы по инвентаризациям для отражения в учете. Информировать о результатах инвентаризаций руководителей и сотрудников на объектах. Наличие водительского удостоверения категории В. со стажем более 3 лет, центральных складах и базах по. Оформлять рабочую и отчетную документацию по результатам инвентаризаций. корректное и своевременное отражение итогов инвентаризации в учете.,Передать документы для отчетности для выдачи в учет. Сообщить о ходе испытаний руководителя и работников на объекте. Нахождение водительской квалификации категории B. стаж,
98,"  Мы расширяемся и будем рады принять в свою команду высококлассного, активного специалиста в области оптовых продаж    Обязанности:   
 
    
 Трудовые функции Работника   Менеджера по продажам (активный поиск клиентов и развитие долгосрочных партнерских отношений, ведение клиентской базы; анализ рынка, мониторинг конкурентной среды; Проведение презентаций продукции и услуг ООО ""Глобал Кейблс"" подготовка коммерческих предложений, проведение переговоров, заключение договоров; контроль оплаты по договорам; Консультирование клиентов по продукции и услугам ООО ""Глобал Кейблс""; участие в выставках с целью продвижения продукции и услуг ООО ""Глобал Кейблс"", выполнение плана продаж; доставка товара клиенту; подготовка отчетов о проделанной работе; ежедневно осуществляет проверку входящих писем по электронной почте; контроль за актуальностью и корректностью информации по продукции и услугам ООО ""Глобал Кейблс"", содержащейся на сайте ООО ""Глобал Кейблс"" в сети Интернет; выполняет иные поручения Работодателя оформленные в письменном виде). 
 Контроль взаиморасчетов с контрагентами, работа с дебиторской задолженностью. 
 Ведение стандартного документооборота с клиентом 
 Участие в профильных выставках 
  Требования:  
 
 
    Привлечение новых оптовых клиентов, развитие и ведение клиентской базы.  Развитие большой имеющейся базы потенциальных оптовых клиентов нашего направления.  Опыт работы в В2В сфере.  С частными и розничными клиентами мы не работаем, только с ООО, ИП и интересными конечными заказчиками, которые не работают с нашими оптовыми клиентами!! 
 Активная жизненная позиция, высокий уровень самоорганизации; 
 Хорошие коммуникативные навыки, грамотная устная и письменная речь, дисциплинированность, исполнительность, многозадачность. 
 Уверенный пользователь 1С 8.3, Word, Excel.   
 
 Условия:  
 
    
 Оформление по ТК РФ; 
 Достойная заработная плата (оклад 50 000 + % от продаж); 
 Заработная плата каждые 20 и 5 число месяца, ежегодный отпуск по графику; 
 Работа в офисе с 9.00-18.00 пн-пт с перерывом на обед, сб и вс -выходные дни; 
 Комфортное рабочее место; 
 Кофе, чай. 
 ", Мы расширяемся и будем рады принять в свою команду высококлассного. участие в выставках с целью продвижения продукции и услуг ООО. Развитие большой имеющейся базы потенциальных оптовых клиентов нашего направления., Консультирование клиентов по продукции и услугам ООО. участие в выставках с целью продвижения продукции и услуг ООО. контроль за актуальностью и корректностью информации по продукции и услугам ООО.,"Расширяем и будет рады присоединиться к нашей команде к высококлассному сотрудничеству с выставками, направленными на продвижение товаров и сервисов ООО, развитие большой базы оптовых покупателей нашего",
99,"!!! Только командировки. 
Официальное трудоустройство. 
Опыт не важен   всему научим. 
Специализация предприятия с 2001 года: 
 
 Ремонт подкрановых путей мостовых кранов ( !!! Работа на высоте, поэтому сразу правильно оценивайте свои возможности ). 
 Ремонт железнодорожных путей ( работа не самая лёгкая ). 
 Другие общестроительные работы. 
 
В основном командировки. 
Зарплата 30 000   100 000 р. ( проживание, питание   оплачивает Работодатель). 
  
 
 Предпочтение сварщикам. 
 Предпочтение монтажникам металлический и ж/б конструкций. 
 Предпочтение отслужившим в ВС РФ. 
 ", Ремонт подкрановых путей мостовых кранов. поэтому сразу правильно оценивайте свои возможности. Предпочтение монтажникам металлический и ж/б конструкций., Ремонт подкрановых путей мостовых кранов. работа не самая лёгкая. Предпочтение отслужившим в ВС РФ.,,
